Name,Age,2024 Net Worth,Industry,Source of Wealth,Self-Made,Residence,Citizenship,Gender,Marital Status,Children
Bob Ell,79,$2.3B,Real Estate,Real estate,TRUE,"Surfers Paradise, Australia",Australia,M,Married,5
John Fish,64,$2.3B,Construction & Engineering,Construction,TRUE,"Boston, Massachusetts",United States,M,Married,3
Rolf Gerling,69,$2.3B,Finance & Investments,Insurance,FALSE,"Zurich, Switzerland",Germany,M,Married,3
Kamal Ghaffarian,65,$2.3B,Energy,"Space, energy",TRUE,"Naples, Florida",United States,M,Engaged,N/A
Noam Gottesman,62,$2.3B,Finance & Investments,Hedge funds,TRUE,"New York, New York",United States,M,Married,4
Stein Erik Hagen,67,$2.3B,Fashion & Retail,Consumer goods,TRUE,"Oslo, Norway",Norway,M,Married,4
Caroline Hagen Kjos,40,$2.3B,Diversified,Conglomerate,FALSE,"Wollerau, Switzerland",Norway,F,Married,2
Luciano Hang,61,$2.3B,Fashion & Retail,Department stores,TRUE,"Brusque, Brazil",Brazil,M,Married,3
Patrick Hanrahan,68,$2.3B,Technology,Software,TRUE,"Portola Valley, California",United States,M,N/A,N/A
Kenneth Hao,55,$2.3B,Finance & Investments,Private equity,TRUE,"Hillsborough, California",United States,M,N/A,N/A
Douglas Hsu,81,$2.3B,Diversified,Diversified,FALSE,"Taipei, Taiwan",Taiwan,M,Married,3
Hu Rongda & family,65,$2.3B,Manufacturing,Chemicals,TRUE,"Jinhua, China",China,M,N/A,N/A
William Lauder,63,$2.3B,Fashion & Retail,Estee Lauder,FALSE,"New York, New York",United States,M,Divorced,N/A
Lee Yeow Seng,46,$2.3B,Real Estate,"Palm oil, property",FALSE,"Putrajaya, Malaysia",Malaysia,M,N/A,N/A
Lim Kok Thay,72,$2.3B,Gambling & Casinos,Casinos,FALSE,"Kuala Lumpur, Malaysia",Malaysia,M,Married,3
Louise Lindh,44,$2.3B,Diversified,Investments,FALSE,"Stockholm, Sweden",Sweden,F,Married,N/A
Daniel Lubetzky,55,$2.3B,Food & Beverage,Snack bars,TRUE,"New York, New York",United States,M,Married,4
Palmer Luckey,31,$2.3B,Technology,"Virtual reality, defense technology",TRUE,"Newport Beach, California",United States,M,Single,N/A
Constantinos Martinos & family,71,$2.3B,Logistics,Shipping,TRUE,"Athens, Greece",Greece,M,Married,3
Ilson Mateus & family,61,$2.3B,Fashion & Retail,Supermarkets,TRUE,"Sao Luis, Brazil",Brazil,M,Married,3
Mi Enhua,66,$2.3B,Fashion & Retail,Retail,TRUE,"Urumqi, China",China,M,Married,N/A
Greg Mondre,49,$2.3B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,Married,N/A
David Nahmad,76,$2.3B,Fashion & Retail,Art collection,TRUE,"New York, New York",Monaco,M,Married,3
Adam Neumann,45,$2.3B,Real Estate,WeWork,TRUE,"Miami, Florida",Israel,M,Married,6
Alfred Oetker,57,$2.3B,Fashion & Retail,Consumer goods,FALSE,"Bielefeld, Germany",Germany,M,Married,N/A
Carl Ferdinand Oetker,51,$2.3B,Fashion & Retail,Consumer goods,FALSE,"Bielefeld, Germany",Germany,M,N/A,N/A
Julia Oetker,45,$2.3B,Fashion & Retail,Consumer goods,FALSE,"Bielefeld, Germany",Germany,F,N/A,N/A
Tor Peterson,59,$2.3B,Metals & Mining,Commodities,TRUE,"Zug, Switzerland",United States,M,Single,N/A
Candido Pinheiro Koren de Lima & family,77,$2.3B,Healthcare,"hospitals, health insurance",TRUE,"Fortaleza, Brazil",Brazil,M,Married,2
"Reinfried Pohl, Jr.",64,$2.3B,Finance & Investments,Mutual funds,FALSE,"Marburg, Germany",Germany,M,Married,5
Jupally Rameshwar Rao,68,$2.3B,Real Estate,Real estate,TRUE,"Hyderabad, India",India,M,Married,4
P.P. Reddy,66,$2.3B,Construction & Engineering,Infrastructure,TRUE,"Hyderabad, India",India,M,Married,2
Christopher Rokos,53,$2.3B,Finance & Investments,Hedge fund,TRUE,"London, United Kingdom",United Kingdom,M,N/A,N/A
Karin Schick,53,$2.3B,Technology,Information technology,FALSE,"Gaildorf, Germany",Germany,F,N/A,N/A
Stefan Soloviev,48,$2.3B,Real Estate,"Real estate, grains",FALSE,"Delray Beach, Florida",United States,M,Divorced,22
Teresita Sy-Coson,73,$2.3B,Diversified,Diversified,FALSE,"Manila, Philippines",Philippines,F,Widowed,3
Jim Thompson,84,$2.3B,Logistics,Logistics,TRUE,"Hong Kong, Hong Kong",United Kingdom,M,Married,2
Arvind Tiku,54,$2.3B,Energy,"Oil & gas, investments",TRUE,"Singapore, Singapore",India,M,Married,2
Donald Trump,77,$2.3B,Real Estate,Real estate,FALSE,"Palm Beach, Florida",United States,M,Married,5
Hamdi Ulukaya,51,$2.3B,Food & Beverage,Greek yogurt,TRUE,"Norwich, New York",Turkey,M,Married,N/A
David Walentas,85,$2.3B,Real Estate,Real estate,TRUE,"New York, New York",United States,M,Widowed,1
Wang Junshi & family,75,$2.3B,Manufacturing,Solar inverters,TRUE,"Ningbo, China",China,M,Married,1
Xue Hua,N/A,$2.3B,Manufacturing,Agribusiness,TRUE,"Guangzhou, China",China,M,N/A,N/A
Yeung Kin-man,60,$2.3B,Manufacturing,Electronics,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Married,N/A
Yoo Jung-hyun,54,$2.3B,Media & Entertainment,Online games,TRUE,"Jeju, South Korea",South Korea,F,Widowed,2
Patrick Zalupski,43,$2.3B,Real Estate,homebuilding,TRUE,"Jacksonville, Florida",United States,M,Married,3
Anita Zucker,72,$2.3B,Manufacturing,Chemicals,FALSE,"Charleston, South Carolina",United States,F,Widowed,3
Cameron Adams,44,$2.2B,Technology,Software,TRUE,"Sydney, Australia",Australia,M,Married,N/A
Mika Anttonen,57,$2.2B,Energy,Oil & gas,TRUE,"Helsinki, Finland",Finland,M,Married,N/A
Lee Bass,67,$2.2B,Energy,"Oil, investments",FALSE,"Fort Worth, Texas",United States,M,Married,N/A
Guilherme Benchimol,47,$2.2B,Finance & Investments,financial services,TRUE,"Rio de Janeiro, Brazil",Brazil,M,Married,2
Brett Blundy,64,$2.2B,Fashion & Retail,"Retail, agribusiness",TRUE,"Paradise Island, Bahamas",Australia,M,Married,2
William Boyd & family,92,$2.2B,Gambling & Casinos,"Casinos, banking",TRUE,"Las Vegas, Nevada",United States,M,Divorced,3
Timothy Boyle,74,$2.2B,Fashion & Retail,Columbia Sportswear,TRUE,"Portland, Oregon",United States,M,Married,2
Julio Bozano,88,$2.2B,Finance & Investments,Banking,TRUE,"Rio de Janeiro, Brazil",Brazil,M,Married,1
Anand Burman,71,$2.2B,Food & Beverage,Consumer goods,FALSE,"Delhi, India",India,M,Married,2
D. Leopoldo Del Pino,61,$2.2B,Construction & Engineering,Construction,FALSE,"Madrid, Spain",Spain,M,N/A,N/A
Dermot Desmond,73,$2.2B,Finance & Investments,Finance,TRUE,"Dublin, Ireland",Ireland,M,Married,4
Timothy Dunn & family,68,$2.2B,Energy,Energy,TRUE,"Midland, Texas",United States,M,Married,6
Maria Franca Fissolo,89,$2.2B,Food & Beverage,"Nutella, chocolates",FALSE,"Monaco, Monaco",Italy,F,Widowed,2
Tom Ford,62,$2.2B,Fashion & Retail,Fashion,TRUE,"Los Angeles, California",United States,M,Widowed,1
Adam Foroughi,43,$2.2B,Media & Entertainment,mobile games,TRUE,"Truckee, California",United States,M,Married,N/A
Luiz Frias,61,$2.2B,Media & Entertainment,Media,FALSE,"Sao Paulo, Brazil",Brazil,M,N/A,N/A
Lawrence Golub,64,$2.2B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,N/A,N/A
Alec Gores,71,$2.2B,Finance & Investments,Private equity,TRUE,"Beverly Hills, California",United States,M,Married,6
Dmitry Kamenshchik,55,$2.2B,Service,Airport,TRUE,"Moscow, Russia",Russia,M,Single,N/A
Adam Kwok,41,$2.2B,Real Estate,Real estate,FALSE,"Hong Kong, Hong Kong",Hong Kong,M,N/A,N/A
Kristo Käärmann,43,$2.2B,Finance & Investments,"Payments, banking",TRUE,"London, United Kingdom",Estonia,M,Married,N/A
Lam Wai-ying,N/A,$2.2B,Manufacturing,Smartphone screens,TRUE,"Hong Kong, Hong Kong",Hong Kong,F,Married,N/A
Spiro Latsis & family,77,$2.2B,Diversified,"Banking, shipping",FALSE,"Geneva, Switzerland",Greece,M,Married,2
Li Jianquan & family,67,$2.2B,Healthcare,Consumer products,TRUE,"Shenzhen, China",Hong Kong,M,Married,N/A
Liang Rubo,41,$2.2B,Technology,TikTok,TRUE,"Beijing, China",China,M,N/A,N/A
Prayudh Mahagitsiri,78,$2.2B,Food & Beverage,"Coffee, shipping",FALSE,"Bangkok, Thailand",Thailand,M,Married,3
Bill Malhotra,74,$2.2B,Real Estate,Real estate,TRUE,"Ottawa, Canada",Canada,M,Married,2
Howard Marks,77,$2.2B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,Married,2
Scott Nuttall,51,$2.2B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,N/A,N/A
Jennifer Pritzker,73,$2.2B,Finance & Investments,"Hotels, investments",FALSE,"Chicago, Illinois",United States,F,Divorced,3
P.V. Krishna Reddy,54,$2.2B,Construction & Engineering,Infrastructure,TRUE,"Hyderabad, India",India,M,Married,2
Larry Robbins,54,$2.2B,Finance & Investments,Hedge funds,TRUE,"Alpine, New Jersey",United States,M,Married,4
Filiz Sahenk,57,$2.2B,Diversified,Diversified,FALSE,"Istanbul, Turkey",Turkey,F,Single,N/A
Sheryl Sandberg,54,$2.2B,Technology,Facebook,TRUE,"Menlo Park, California",United States,F,"Widowed, Remarried",5
Paul Saville,68,$2.2B,Real Estate,Homebuilder,TRUE,"Palm Beach, Florida",United States,M,N/A,N/A
Radik Shaimiev,59,$2.2B,Energy,"Refinery, chemicals",TRUE,"Kazan, Russia",Russia,M,Married,2
Shi Yonghong & family,55,$2.2B,Food & Beverage,Restaurants,TRUE,"Chengdu, China",China,M,Married,N/A
Albert Shigaboutdinov,71,$2.2B,Diversified,"Refinery, chemicals",TRUE,"Kazan, Russia",Russia,M,Married,2
Ryan Smith,45,$2.2B,Technology,Cloud computing,TRUE,"Provo, Utah",United States,M,Married,5
Rustem Sulteev,70,$2.2B,Energy,"Refinery, chemicals",TRUE,"Kazan, Russia",Russia,M,Married,2
Tang Yiu,90,$2.2B,Fashion & Retail,Fashion retail,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Married,2
Pierre van der Mersch,89,$2.2B,Finance & Investments,Investing,TRUE,"Braine L'Alleud, Belgium",Belgium,M,Married,4
Weng Xianding,62,$2.2B,Healthcare,Medical devices,TRUE,"Shenzhen, China",China,M,N/A,N/A
Kie Chie Wong,76,$2.2B,Metals & Mining,Investments,FALSE,"Sydney, Australia",Malaysia,M,Married,2
Xu Shugen,58,$2.2B,Manufacturing,"Construction, mining machinery",TRUE,"Hangzhou, China",China,M,N/A,N/A
Ye Guofu,46,$2.2B,Fashion & Retail,Retail,TRUE,"Guangzhou, China",China,M,N/A,N/A
Michael Ying,74,$2.2B,Fashion & Retail,Retail,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Married,3
Zhang Fan,58,$2.2B,Technology,Touch screens,TRUE,"Shenzhen, China",China,M,N/A,N/A
Zhang Jingzhang & family,88,$2.2B,Manufacturing,Precision machinery,TRUE,"Ningbo, China",China,M,N/A,N/A
Andrey Andreev,50,$2.1B,Technology,Online dating,TRUE,"London, United Kingdom",United Kingdom,M,Single,N/A
Suhail Bahwan,85,$2.1B,Diversified,Diversified,TRUE,"Muscat, Oman",Oman,M,Married,15
Marina Berlusconi,57,$2.1B,Media & Entertainment,Media,FALSE,"Milan, Italy",Italy,F,Married,2
Pier Silvio Berlusconi,54,$2.1B,Media & Entertainment,Media,FALSE,"Arcore, Italy",Italy,M,N/A,3
Thor Bjorgolfsson,57,$2.1B,Diversified,Investments,TRUE,"London, United Kingdom",Iceland,M,Married,3
David Booth,78,$2.1B,Finance & Investments,Mutual funds,TRUE,"Austin, Texas",United States,M,Married,N/A
Richard Branson,73,$2.1B,Diversified,Virgin,TRUE,"Necker Island, British Virgin Islands",United Kingdom,M,Married,2
Nicola Bulgari,83,$2.1B,Fashion & Retail,Luxury goods,FALSE,"Rome, Italy",Italy,M,N/A,4
Chang Kuo-Hua,69,$2.1B,Logistics,"Shipping, airlines",FALSE,"Taipei, Taiwan",Taiwan,M,Married,N/A
Chen Jinxia,56,$2.1B,Finance & Investments,Investments,FALSE,"Shanghai, China",China,F,Widowed,N/A
Chen Shibin,57,$2.1B,Manufacturing,Quartz products,TRUE,"Lianyungang, China",China,M,N/A,N/A
Jack Cockwell,83,$2.1B,Finance & Investments,"Real estate, private equity",TRUE,"Toronto, Canada",Canada,M,N/A,N/A
Kommer Damen,80,$2.1B,Manufacturing,Shipbuilding,FALSE,"Gorinchem, Netherlands",Netherlands,M,Married,4
Jamie Dimon,68,$2.1B,Finance & Investments,Banking,TRUE,"New York, New York",United States,M,Married,3
James Dinan,64,$2.1B,Finance & Investments,Hedge funds,TRUE,"North Salem, New York",United States,M,Married,3
Domenico Dolce,65,$2.1B,Fashion & Retail,Luxury goods,TRUE,"Milan, Italy",Italy,M,Single,N/A
Georgi Domuschiev,51,$2.1B,Diversified,"Animal health, investments",TRUE,"London, United Kingdom",Bulgaria,M,N/A,N/A
Kiril Domuschiev,54,$2.1B,Diversified,"Animal health, investments",TRUE,"London, United Kingdom",Bulgaria,M,Married,N/A
Alfredo Egydio Arruda Villela Filho,54,$2.1B,Finance & Investments,Banking,FALSE,"Sao Paulo, Brazil",Brazil,M,Married,N/A
Pinckaers Fabien,45,$2.1B,Technology,Software,TRUE,"Saint-Denis-Bovesse, Belgium",Belgium,M,Married,2
Miguel Fluxa Rossello,85,$2.1B,Service,Hotels,FALSE,"Esporles, Spain",Spain,M,Married,2
Richard Fortin,75,$2.1B,Fashion & Retail,Convinience stores,TRUE,"Boucherville, Canada",Canada,M,N/A,N/A
Stefano Gabbana,61,$2.1B,Fashion & Retail,Luxury goods,TRUE,"Milan, Italy",Italy,M,Single,N/A
Gordon Getty,90,$2.1B,Energy,Getty Oil,FALSE,"San Francisco, California",United States,M,Widowed,7
David Golub,61,$2.1B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,N/A,N/A
John Hancock,48,$2.1B,Metals & Mining,Mining,FALSE,"London, United Kingdom",Australia,M,Married,3
Bahaa Hariri,57,$2.1B,Real Estate,"Real estate, investments",FALSE,"Geneva, Switzerland",Lebanon,M,Married,N/A
Gerry Harvey,84,$2.1B,Fashion & Retail,Retail,TRUE,"Sydney, Australia",Australia,M,Married,4
"B. Wayne Hughes, Jr.",64,$2.1B,Real Estate,Storage facilities,FALSE,"Jackson, Wyoming",United States,M,Married,N/A
Hui Wing Mau,73,$2.1B,Real Estate,Real estate,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Married,2
Valentin Kipyatkov,47,$2.1B,Technology,Software,TRUE,"Peyia, Cyprus",Cyprus,M,Married,1
Heikki Kyostila,78,$2.1B,Healthcare,Dental products,TRUE,"Helsinki, Finland",Finland,M,N/A,N/A
Joe Lacob,68,$2.1B,Sports,Golden State Warriors,TRUE,"Atherton, California",United States,M,Married,4
Aerin Lauder,53,$2.1B,Fashion & Retail,Estee Lauder,FALSE,"New York, New York",United States,F,Married,2
Lee Dong-chae,64,$2.1B,Manufacturing,Chemicals,TRUE,"Cheongju, South Korea",South Korea,M,N/A,N/A
Yin Yee Lee,72,$2.1B,Manufacturing,Glass,TRUE,"Hong Kong, Hong Kong",China,M,N/A,N/A
James Leprino,86,$2.1B,Food & Beverage,Cheese,FALSE,"Indian Hills, Colorado",United States,M,Married,2
Liang Yunchao,55,$2.1B,Food & Beverage,Nutritional supplements,TRUE,"Guangzhou, China",China,M,Married,2
Harald Link,69,$2.1B,Diversified,Diversified,FALSE,"Bangkok, Thailand",Thailand,M,Married,2
Igor Makarov,61,$2.1B,Energy,Investments,TRUE,"Miami, Florida",Cyprus,M,Married,2
Pawel Marchewka,N/A,$2.1B,Technology,Videogames,TRUE,N/A,Poland,M,N/A,N/A
Joao Roberto Marinho,70,$2.1B,Media & Entertainment,Media,FALSE,"Rio de Janeiro, Brazil",Brazil,M,Married,3
Jose Roberto Marinho,68,$2.1B,Media & Entertainment,Media,FALSE,"Rio de Janeiro, Brazil",Brazil,M,Married,5
Fernando Masaveu Herrero,57,$2.1B,Diversified,Diversified,FALSE,"Oveido, Spain",Spain,M,Married,3
Ni Yongpei & family,72,$2.1B,Food & Beverage,Beverages,TRUE,"Liuan, China",China,M,Married,N/A
Alberto Palatchi,74,$2.1B,Fashion & Retail,Wedding dresses,TRUE,"Madrid, Spain",Spain,M,Separated,3
Mrudula Parekh,76,$2.1B,Manufacturing,Adhesives,FALSE,"Mumbai, India",India,F,Widowed,2
Qian Dongqi,66,$2.1B,Manufacturing,Home-cleaning robots,TRUE,"Suzhou, China",China,M,Married,1
Jerry Reinsdorf,88,$2.1B,Sports,Sports teams,TRUE,"Chicago, Illinois",United States,M,Married,4
Bianca Rinehart,47,$2.1B,Metals & Mining,Mining,FALSE,"Brisbane, Australia",Australia,F,Married,2
Ginia Rinehart,37,$2.1B,Metals & Mining,Mining,FALSE,"Sydney, Australia",Australia,F,Married,N/A
Fernando Roig,76,$2.1B,Fashion & Retail,Supermarkets,FALSE,"Valencia, Spain",Spain,M,Married,2
Bennett Rosenthal,60,$2.1B,Finance & Investments,Finance,TRUE,"Los Angeles, California",United States,M,Married,N/A
T. Denny Sanford,88,$2.1B,Finance & Investments,"Banking, credit cards",TRUE,"Sioux Falls, South Dakota",United States,M,Divorced,2
Stephan Schmidheiny,76,$2.1B,Finance & Investments,Investments,FALSE,"Hurden, Switzerland",Switzerland,M,Married,2
Thaksin Shinawatra,74,$2.1B,Finance & Investments,Investments,TRUE,"Dubai, United Arab Emirates",Thailand,M,Divorced,3
Alexander Skorobogatko,56,$2.1B,Logistics,"Real estate, airport",TRUE,"Moscow, Russia",Russia,M,Divorced,3
Zakhar Smushkin,62,$2.1B,Diversified,"Pulp and paper, diversified",TRUE,"Saint Petersburg, Russia",Russia,M,Married,1
Zygmunt Solorz,67,$2.1B,Media & Entertainment,TV broadcasting,TRUE,"Warsaw, Poland",Poland,M,Divorced,3
Peter Sondakh,74,$2.1B,Finance & Investments,Investments,TRUE,"Surabaya, Indonesia",Indonesia,M,Married,4
Elizabeth Sy,71,$2.1B,Diversified,Diversified,FALSE,"Manila, Philippines",Philippines,F,N/A,N/A
Katsumi Tada,78,$2.1B,Real Estate,Real estate,TRUE,"Tokyo, Japan",Japan,M,Married,3
Hermanto Tanoko,61,$2.1B,Manufacturing,Paints,FALSE,"Surabaya, Indonesia",Indonesia,M,Married,4
Wichai Thongtang,77,$2.1B,Finance & Investments,Investments,TRUE,"Bangkok, Thailand",Thailand,M,Widowed,4
Ion Tiriac,84,$2.1B,Finance & Investments,"Banking, insurance",TRUE,"Bucharest, Romania",Romania,M,Single,2
Jonathan Tisch,70,$2.1B,Diversified,"Loews, New York Giants",FALSE,"New York, New York",United States,M,Married,2
Barbara Tyson,75,$2.1B,Food & Beverage,Food processing,FALSE,"Fayetteville, Arkansas",United States,F,Widowed,N/A
Vardis Vardinoyannis & family,91,$2.1B,Energy,Oil and gas,TRUE,"Athens, Greece",Greece,M,N/A,5
Jitendra Virwani,58,$2.1B,Real Estate,Real estate,FALSE,"Bangalore, India",India,M,Married,4
Hope Welker,38,$2.1B,Metals & Mining,Mining,FALSE,"New York, New York",Australia,F,Divorced,2
Elaine Wynn,81,$2.1B,Gambling & Casinos,"Casinos, hotels",TRUE,"Las Vegas, Nevada",United States,F,Divorced,2
Tony Xu,39,$2.1B,Technology,food delivery service,TRUE,"San Francisco, California",United States,M,Married,N/A
George Yancopoulos,64,$2.1B,Healthcare,Pharmaceuticals,TRUE,"Yorktown Heights, New York",United States,M,Divorced,2
Steven Meng Yang & family,41,$2.1B,Technology,Electronics,TRUE,"Changsha, China",China,M,Married,N/A
Clayton Zekelman,55,$2.1B,Manufacturing,Steel,FALSE,"Windsor, Canada",Canada,M,N/A,N/A
Zhou Hongyi,53,$2.1B,Technology,Security software,TRUE,"Beijing, China",China,M,Married,N/A
Zhu Zhaojiang,50,$2.1B,Manufacturing,Smartphones,TRUE,"Shenzhen, China",China,M,N/A,N/A
Boris Zingarevich,64,$2.1B,Diversified,"Pulp and paper, diversified",TRUE,"Saint Petersburg, Russia",Russia,M,Married,2
A. Jayson Adair,54,$2B,Automotive,Damaged cars,TRUE,"Dallas, Texas",United States,M,Married,2
Amy Adams Strunk,68,$2B,Sports,Tennessee Titans,FALSE,"Nashville, Tennessee",United States,F,"Widowed, Remarried",3
Will Adderley,52,$2B,Fashion & Retail,Home furnishings,FALSE,"Rutland, United Kingdom",United Kingdom,M,N/A,N/A
David Adelman,52,$2B,Real Estate,"Real estate, asset management",TRUE,"Haverford, Pennsylvania",United States,M,Married,2
Michael Ashcroft,78,$2B,Finance & Investments,Security,TRUE,"Turks and Caicos Islands, Turks and Caicos Islands",United Kingdom,M,N/A,N/A
Joseph Bae,52,$2B,Finance & Investments,Private equity,TRUE,"New York, New York",United States,M,Married,N/A
Travis Boersma,53,$2B,Food & Beverage,Coffee,TRUE,"Grants Pass, Oregon",United States,M,N/A,N/A
"Howard Butt, III. & family",72,$2B,Fashion & Retail,Supermarkets,FALSE,"San Antonio, Texas",United States,M,Married,3
Stephen Butt & family,68,$2B,Fashion & Retail,Supermarkets,FALSE,N/A,United States,M,Married,N/A
Cai Huabo,48,$2B,Technology,Electronics,TRUE,"Jiujiang, China",China,M,N/A,N/A
Jeffrey Cheah,79,$2B,Real Estate,"Property, healthcare",TRUE,"Kuala Lumpur, Malaysia",Malaysia,M,Married,3
Gary Chouest & family,79,$2B,Logistics,Shipping,FALSE,"Cut Off, Louisiana",United States,M,Married,5
Marcelo Claure,53,$2B,Telecom,Cell phone distribution,TRUE,"Miami Beach, Florida",United States,M,Married,6
Larry Connor & family,74,$2B,Real Estate,Real estate,TRUE,"Miamisburg, Ohio",United States,M,Married,3
Parker Conrad,43,$2B,Technology,Software,TRUE,"San Francisco, California",United States,M,Married,N/A
Tim Cook,63,$2B,Technology,Apple,TRUE,"Cupertino, California",United States,M,N/A,N/A
Alexandra Daitch,61,$2B,Food & Beverage,Cargill,FALSE,"Old Lyme, Connecticut",United States,F,Married,1
Tim Draper,65,$2B,Finance & Investments,cryptocurrency,FALSE,"Atherton, California",United States,M,Married,3
Christopher Goldsbury,81,$2B,Food & Beverage,Salsa,FALSE,"San Antonio, Texas",United States,M,Married,1
Esther Grether,88,$2B,Fashion & Retail,Art collection,FALSE,"Basel, Switzerland",Switzerland,F,Widowed,2
Cynthia Helena Grossman Fleishman,69,$2B,Food & Beverage,Arca Continental,FALSE,Mexico,Mexico,F,N/A,N/A
Huang Yi,62,$2B,Automotive,Car dealerships,TRUE,"Beijing, China",Hong Kong,M,Married,N/A
Conni Jonsson,63,$2B,Finance & Investments,Asset management,TRUE,"Stockholm, Sweden",Sweden,M,Married,N/A
David Kaplan,56,$2B,Finance & Investments,Finance,TRUE,"Los Angeles, California",United States,M,Married,N/A
Eugene Kaspersky,58,$2B,Technology,Software,TRUE,"Moscow, Russia",Russia,M,Married,5
Kim Jun-ki,79,$2B,Diversified,Diversified,TRUE,"Seoul, South Korea",South Korea,M,Widowed,3
William Koch,83,$2B,Energy,"Oil, investments",FALSE,"Palm Beach, Florida",United States,M,Married,6
